project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00884,MP023,Bihar-16,Bihar,Bihar District 1,Library / Reading Room,"Library / Reading Room at Bihar District 1, Ward 1",278887.99,259921.44,278887.99,Completed,2024-08-25,2024-11-05,Public Works Department (PWD),False,CTR0021,25.523256,85.398407,25.523256,85.398407,False,
PRJ00885,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 6",295596.58,292706.62,295596.58,Work In Progress,2025-11-13,2025-12-30,Panchayati Raj Engineering Department,False,CTR0006,26.001948,85.511041,26.001948,85.511041,False,
PRJ00886,MP023,Bihar-16,Bihar,Bihar District 1,Borewell / Handpump,"Borewell / Handpump at Bihar District 1, Ward 5",207090.61,176992.1,207090.61,Payment Released,2026-01-29,2026-02-19,Panchayati Raj Engineering Department,False,CTR0081,26.136283,84.788855,26.136283,84.788855,False,
PRJ00887,MP023,Bihar-16,Bihar,Bihar District 1,Road Construction,"Road Construction at Bihar District 1, Ward 17",4199732.56,3989979.14,4199732.56,Payment Released,2025-04-02,2025-04-19,Municipal Corporation Engineering Cell,False,CTR0022,26.093892,84.914744,26.093892,84.914744,False,
PRJ00888,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 1",710899.56,686028.92,710899.56,Completed,2025-06-14,2025-06-29,Cantonment Board Works Wing,True,CTR0077,25.420771,84.952173,25.420771,84.952173,False,
PRJ00889,MP023,Bihar-16,Bihar,Bihar District 1,School Building Repair,"School Building Repair at Bihar District 1, Ward 16",574817.26,558081.95,574817.26,Payment Released,2025-05-04,2025-07-22,Panchayati Raj Engineering Department,False,CTR0011,25.335609,84.729826,25.335609,84.729826,False,
PRJ00890,MP023,Bihar-16,Bihar,Bihar District 1,Public Toilet Complex,"Public Toilet Complex at Bihar District 1, Ward 25",403417.19,364471.58,403417.19,Payment Released,2024-05-10,2024-07-23,Panchayati Raj Engineering Department,False,CTR0022,25.660829,85.480152,25.745362911163667,85.42734716395563,True,geo_mismatch
PRJ00891,MP023,Bihar-16,Bihar,Bihar District 1,Borewell / Handpump,"Borewell / Handpump at Bihar District 1, Ward 6",345766.93,301797.22,345766.93,Completed,2025-03-20,2025-05-18,Zilla Parishad PWD Division,True,CTR0080,25.800051,84.841146,25.800051,84.841146,False,
PRJ00892,MP023,Bihar-16,Bihar,Bihar District 1,Drainage System,"Drainage System at Bihar District 1, Ward 3",2549326.19,2338483.89,2549326.19,Completed,2024-10-27,2024-12-10,Panchayati Raj Engineering Department,True,CTR0119,25.645231,85.29635,25.645231,85.29635,False,
PRJ00893,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 1",262958.21,238623.75,262958.21,Work In Progress,2026-01-26,2026-03-18,District Rural Development Agency,False,CTR0049,25.875426,84.524409,25.875426,84.524409,False,
PRJ00894,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 22",808689.35,800182.4,808689.35,Completed,2026-03-12,2026-05-26,Panchayati Raj Engineering Department,True,CTR0067,25.580556,85.088539,25.580556,85.088539,False,
PRJ00895,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 6",2279147.48,2259766.78,2279147.48,Work In Progress,2024-11-21,2024-12-15,District Rural Development Agency,False,CTR0106,25.624277,85.312513,25.624277,85.312513,False,
PRJ00896,MP023,Bihar-16,Bihar,Bihar District 1,Public Toilet Complex,"Public Toilet Complex at Bihar District 1, Ward 17",1651308.53,1721671.06,1651308.53,Payment Released,2025-07-19,2025-09-18,Panchayati Raj Engineering Department,False,CTR0020,25.219508,84.938057,25.219508,84.938057,True,cost_inflation
PRJ00897,MP023,Bihar-16,Bihar,Bihar District 1,Community Hall,"Community Hall at Bihar District 1, Ward 20",3784670.91,3533014.47,3784670.91,Completed,2024-11-08,2024-12-25,Municipal Corporation Engineering Cell,True,CTR0012,25.885955,84.902731,25.885955,84.902731,False,
PRJ00898,MP023,Bihar-16,Bihar,Bihar District 1,Sports Infrastructure,"Sports Infrastructure at Bihar District 1, Ward 2",2409116.59,2284081.36,2409116.59,Sanctioned,2026-03-26,2026-06-18,Zilla Parishad PWD Division,False,CTR0106,25.371817,84.602953,25.430714182963953,84.67792362185162,True,geo_mismatch
PRJ00899,MP023,Bihar-16,Bihar,Bihar District 1,Sports Infrastructure,"Sports Infrastructure at Bihar District 1, Ward 25",2236697.28,1915841.13,2236697.28,Sanctioned,2026-07-23,2026-08-22,Public Works Department (PWD),False,CTR0055,25.28396,85.567699,25.28396,85.567699,False,
PRJ00900,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 25",2409853.19,2142963.65,2409853.19,Payment Released,2025-11-26,2026-02-15,Cantonment Board Works Wing,False,CTR0045,25.080389,84.53383,25.080389,84.53383,False,
PRJ00901,MP023,Bihar-16,Bihar,Bihar District 1,Library / Reading Room,"Library / Reading Room at Bihar District 1, Ward 16",740687.75,731608.96,740687.75,Completed,2025-04-20,2025-07-12,Zilla Parishad PWD Division,True,CTR0013,25.489649,84.729533,25.489649,84.729533,False,
PRJ00902,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 20",199372.38,186569.61,199372.38,Completed,2025-04-09,2025-06-28,Zilla Parishad PWD Division,True,CTR0117,26.088956,84.646978,26.088956,84.646978,False,
PRJ00903,MP023,Bihar-16,Bihar,Bihar District 1,Sports Infrastructure,"Sports Infrastructure at Bihar District 1, Ward 23",4082313.39,4136388.6,4082313.39,Payment Released,2025-06-22,2025-08-26,District Rural Development Agency,False,CTR0014,26.134147,84.839201,26.134147,84.839201,True,cost_inflation
PRJ00904,MP023,Bihar-16,Bihar,Bihar District 1,Road Construction,"Road Construction at Bihar District 1, Ward 1",3940791.89,3745163.21,3940791.89,Payment Released,2026-03-03,2026-05-15,Panchayati Raj Engineering Department,False,CTR0074,25.15154,85.634932,25.15154,85.634932,False,
PRJ00905,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 14",882595.91,845521.52,882595.91,Work In Progress,2025-07-10,2025-09-09,Zilla Parishad PWD Division,False,CTR0084,25.904576,84.762871,25.904576,84.762871,False,
PRJ00906,MP023,Bihar-16,Bihar,Bihar District 1,Drainage System,"Drainage System at Bihar District 1, Ward 19",2367427.45,2268224.8,2367427.45,Completed,2025-05-23,2025-07-11,Cantonment Board Works Wing,True,CTR0014,25.324418,85.487312,25.393385,85.460592,True,phantom_work
PRJ00907,MP023,Bihar-16,Bihar,Bihar District 1,School Building Repair,"School Building Repair at Bihar District 1, Ward 19",1458763.26,1251319.7,1458763.26,Completed,2025-12-30,2026-02-01,Public Works Department (PWD),True,CTR0034,26.031697,85.049904,26.031697,85.049904,False,
PRJ00908,MP023,Bihar-16,Bihar,Bihar District 1,Drainage System,"Drainage System at Bihar District 1, Ward 13",2688786.73,2587846.62,2688786.73,Payment Released,2024-04-16,2024-06-27,Cantonment Board Works Wing,False,CTR0079,25.116182,85.071268,25.116182,85.071268,False,
PRJ00909,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 16",307896.37,272501.74,307896.37,Completed,2024-11-19,2024-12-21,Panchayati Raj Engineering Department,True,CTR0053,25.491473,85.436101,25.491473,85.436101,False,
PRJ00910,MP023,Bihar-16,Bihar,Bihar District 1,Borewell / Handpump,"Borewell / Handpump at Bihar District 1, Ward 9",239993.41,222063.58,239993.41,Completed,2025-06-14,2025-08-05,Public Works Department (PWD),True,CTR0048,25.726086,85.171869,25.726086,85.171869,False,
PRJ00911,MP023,Bihar-16,Bihar,Bihar District 1,School Building Repair,"School Building Repair at Bihar District 1, Ward 13",1662919.23,1446177.63,1662919.23,Payment Released,2024-06-21,2024-08-02,Cantonment Board Works Wing,False,CTR0074,25.919389,85.618933,25.919389,85.618933,False,
PRJ00912,MP023,Bihar-16,Bihar,Bihar District 1,Borewell / Handpump,"Borewell / Handpump at Bihar District 1, Ward 24",116589.56,101070.48,116589.56,Completed,2025-12-25,2026-02-08,District Rural Development Agency,True,CTR0110,26.120785,84.720296,26.120785,84.720296,False,
PRJ00913,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 4",745997.17,653206.49,745997.17,Payment Released,2026-03-05,2026-05-04,Municipal Corporation Engineering Cell,False,CTR0058,25.320652,85.110936,25.320652,85.110936,False,
PRJ00914,MP023,Bihar-16,Bihar,Bihar District 1,Street Lighting,"Street Lighting at Bihar District 1, Ward 18",574310.48,568943.95,574310.48,Work In Progress,2026-01-22,2026-02-15,Zilla Parishad PWD Division,False,CTR0066,26.094705,85.635291,26.094705,85.635291,False,
PRJ00915,MP023,Bihar-16,Bihar,Bihar District 1,Library / Reading Room,"Library / Reading Room at Bihar District 1, Ward 6",592959.71,590474.04,592959.71,Completed,2024-06-17,2024-08-02,District Rural Development Agency,False,CTR0090,26.03119,84.632021,26.03119,84.632021,False,
PRJ00916,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 5",1273266.23,1250274.59,1273266.23,Completed,2024-07-31,2024-10-03,District Rural Development Agency,True,CTR0021,25.568122,85.235804,25.689797,85.121732,True,phantom_work
PRJ00917,MP023,Bihar-16,Bihar,Bihar District 1,Public Toilet Complex,"Public Toilet Complex at Bihar District 1, Ward 3",1163823.9,1204745.32,1163823.9,Completed,2024-07-25,2024-10-16,District Rural Development Agency,True,CTR0119,25.195483,85.474896,25.195483,85.474896,True,cost_inflation
PRJ00918,MP023,Bihar-16,Bihar,Bihar District 1,School Building Repair,"School Building Repair at Bihar District 1, Ward 2",453566.23,435230.58,453566.23,Payment Released,2025-02-25,2025-03-12,Panchayati Raj Engineering Department,False,CTR0008,25.307551,84.728496,25.307551,84.728496,True,split_tender
PRJ00919,MP023,Bihar-16,Bihar,Bihar District 1,Drinking Water Supply,"Drinking Water Supply at Bihar District 1, Ward 21",1149720.07,1038483.81,1149720.07,Completed,2025-03-18,2025-04-03,Panchayati Raj Engineering Department,True,CTR0120,25.384855,85.656699,25.384855,85.656699,False,
PRJ00920,MP023,Bihar-16,Bihar,Bihar District 1,Sports Infrastructure,"Sports Infrastructure at Bihar District 1, Ward 2",3112526.97,2689794.3,3112526.97,Completed,2025-05-11,2025-05-30,Panchayati Raj Engineering Department,True,CTR0037,25.910062,85.227217,25.910062,85.227217,False,
PRJ00921,MP024,Gujarat-38,Gujarat,Gujarat District 1,Public Toilet Complex,"Public Toilet Complex at Gujarat District 1, Ward 17",803676.87,743891.76,803676.87,Sanctioned,2024-05-15,2024-08-01,Cantonment Board Works Wing,False,CTR0057,22.353858,70.940209,22.353858,70.940209,False,
PRJ00922,MP024,Gujarat-38,Gujarat,Gujarat District 1,School Building Repair,"School Building Repair at Gujarat District 1, Ward 17",1500272.31,1446170.46,1500272.31,Completed,2026-03-05,2026-04-25,Panchayati Raj Engineering Department,True,CTR0007,21.892856,71.773919,21.781567,71.753014,True,phantom_work
PRJ00923,MP024,Gujarat-38,Gujarat,Gujarat District 1,Sports Infrastructure,"Sports Infrastructure at Gujarat District 1, Ward 8",3152029.73,3111239.7,3152029.73,Sanctioned,2026-05-10,2026-08-05,Zilla Parishad PWD Division,False,CTR0090,22.057085,71.547149,21.98585532817542,71.47176817511837,True,geo_mismatch
PRJ00924,MP024,Gujarat-38,Gujarat,Gujarat District 1,Road Construction,"Road Construction at Gujarat District 1, Ward 25",578902.48,495479.04,578902.48,Work In Progress,2024-06-28,2024-07-31,Zilla Parishad PWD Division,False,CTR0021,22.485889,71.131283,22.485889,71.131283,False,
PRJ00925,MP024,Gujarat-38,Gujarat,Gujarat District 1,Drinking Water Supply,"Drinking Water Supply at Gujarat District 1, Ward 19",1470591.01,1405046.72,1470591.01,Payment Released,2025-12-31,2026-03-11,Public Works Department (PWD),False,CTR0046,21.781612,70.832547,21.781612,70.832547,False,
PRJ00926,MP024,Gujarat-38,Gujarat,Gujarat District 1,Street Lighting,"Street Lighting at Gujarat District 1, Ward 3",291854.02,257498.89,291854.02,Sanctioned,2025-05-31,2025-07-11,Cantonment Board Works Wing,False,CTR0067,22.73395,71.730623,22.73395,71.730623,False,
PRJ00927,MP024,Gujarat-38,Gujarat,Gujarat District 1,Community Hall,"Community Hall at Gujarat District 1, Ward 19",2017100.43,1918782.16,2017100.43,Completed,2025-08-10,2025-10-16,Panchayati Raj Engineering Department,True,CTR0071,22.34034,71.73285,22.270672,71.719335,True,phantom_work
PRJ00928,MP024,Gujarat-38,Gujarat,Gujarat District 1,Drainage System,"Drainage System at Gujarat District 1, Ward 8",2193266.93,1972620.31,2193266.93,Completed,2025-05-24,2025-06-20,Zilla Parishad PWD Division,True,CTR0045,21.750641,71.195554,21.750641,71.195554,False,
PRJ00929,MP024,Gujarat-38,Gujarat,Gujarat District 1,Library / Reading Room,"Library / Reading Room at Gujarat District 1, Ward 19",1480407.84,1302116.26,1480407.84,Payment Released,2025-07-07,2025-08-31,Public Works Department (PWD),False,CTR0025,22.750436,71.445392,22.750436,71.445392,False,
PRJ00930,MP024,Gujarat-38,Gujarat,Gujarat District 1,Road Construction,"Road Construction at Gujarat District 1, Ward 4",3868320.73,3504625.5,3868320.73,Work In Progress,2026-01-08,2026-03-31,Panchayati Raj Engineering Department,False,CTR0034,22.291897,71.294956,22.291897,71.294956,False,
PRJ00931,MP024,Gujarat-38,Gujarat,Gujarat District 1,Sports Infrastructure,"Sports Infrastructure at Gujarat District 1, Ward 4",2489979.54,2153644.15,2489979.54,Sanctioned,2026-05-05,2026-06-28,Zilla Parishad PWD Division,False,CTR0010,22.425009,70.745153,22.425009,70.745153,False,
PRJ00932,MP024,Gujarat-38,Gujarat,Gujarat District 1,Sports Infrastructure,"Sports Infrastructure at Gujarat District 1, Ward 9",1648635.16,1423404.1,1648635.16,Completed,2024-05-05,2024-07-01,Panchayati Raj Engineering Department,True,CTR0033,22.21718,70.809744,22.21718,70.809744,False,
PRJ00933,MP024,Gujarat-38,Gujarat,Gujarat District 1,Public Toilet Complex,"Public Toilet Complex at Gujarat District 1, Ward 22",491689.19,489909.59,491689.19,Work In Progress,2026-05-27,2026-08-10,Public Works Department (PWD),False,CTR0013,22.20857,71.379837,22.139094796905184,71.43414955897046,True,geo_mismatch
PRJ00934,MP024,Gujarat-38,Gujarat,Gujarat District 1,Public Toilet Complex,"Public Toilet Complex at Gujarat District 1, Ward 16",320623.34,305523.14,320623.34,Completed,2024-12-28,2025-02-23,District Rural Development Agency,True,CTR0115,21.999882,70.678721,21.999882,70.678721,False,
PRJ00935,MP024,Gujarat-38,Gujarat,Gujarat District 1,Community Hall,"Community Hall at Gujarat District 1, Ward 8",2690779.54,2557429.05,2690779.54,Work In Progress,2025-03-24,2025-05-09,Cantonment Board Works Wing,False,CTR0034,22.864802,70.810858,22.864802,70.810858,False,
PRJ00936,MP024,Gujarat-38,Gujarat,Gujarat District 1,Street Lighting,"Street Lighting at Gujarat District 1, Ward 17",485016.54,472294.67,485016.54,Work In Progress,2025-12-01,2025-12-29,Zilla Parishad PWD Division,False,CTR0103,22.282307,71.252087,22.282307,71.252087,False,
PRJ00937,MP024,Gujarat-38,Gujarat,Gujarat District 1,Sports Infrastructure,"Sports Infrastructure at Gujarat District 1, Ward 8",666322.2,585987.16,666322.2,Payment Released,2025-08-12,2025-10-01,Zilla Parishad PWD Division,False,CTR0002,22.52809,71.068452,22.52809,71.068452,False,
PRJ00938,MP024,Gujarat-38,Gujarat,Gujarat District 1,School Building Repair,"School Building Repair at Gujarat District 1, Ward 11",1395594.58,1402836.96,1395594.58,Payment Released,2025-07-28,2025-08-26,Cantonment Board Works Wing,False,CTR0012,22.498941,70.943469,22.498941,70.943469,True,cost_inflation
PRJ00939,MP024,Gujarat-38,Gujarat,Gujarat District 1,Community Hall,"Community Hall at Gujarat District 1, Ward 11",1895674.66,1690828.46,1895674.66,Payment Released,2026-06-05,2026-06-30,Public Works Department (PWD),False,CTR0071,21.85289,71.367115,21.85289,71.367115,False,
PRJ00940,MP024,Gujarat-38,Gujarat,Gujarat District 1,Drainage System,"Drainage System at Gujarat District 1, Ward 6",2023081.0,1934454.22,2023081.0,Completed,2025-03-04,2025-03-27,Zilla Parishad PWD Division,True,CTR0028,22.36891,70.907225,22.36891,70.907225,False,
PRJ00941,MP024,Gujarat-38,Gujarat,Gujarat District 1,Street Lighting,"Street Lighting at Gujarat District 1, Ward 24",477861.08,449476.49,477861.08,Completed,2025-03-16,2025-04-30,Municipal Corporation Engineering Cell,True,CTR0064,22.7456,71.798686,22.7456,71.798686,False,
PRJ00942,MP024,Gujarat-38,Gujarat,Gujarat District 1,Street Lighting,"Street Lighting at Gujarat District 1, Ward 7",342822.07,310285.39,342822.07,Work In Progress,2025-09-22,2025-11-04,Municipal Corporation Engineering Cell,False,CTR0112,22.796577,71.041955,22.796577,71.041955,False,
PRJ00943,MP024,Gujarat-38,Gujarat,Gujarat District 1,Street Lighting,"Street Lighting at Gujarat District 1, Ward 25",777465.16,732469.62,777465.16,Work In Progress,2026-05-11,2026-07-30,Municipal Corporation Engineering Cell,False,CTR0108,22.100972,71.581485,22.100972,71.581485,False,
PRJ00944,MP024,Gujarat-38,Gujarat,Gujarat District 1,Community Hall,"Community Hall at Gujarat District 1, Ward 22",3466299.48,3204854.16,3466299.48,Completed,2024-08-14,2024-10-01,Cantonment Board Works Wing,True,CTR0016,22.500899,70.615319,22.500899,70.615319,False,
PRJ00945,MP024,Gujarat-38,Gujarat,Gujarat District 1,Public Toilet Complex,"Public Toilet Complex at Gujarat District 1, Ward 2",295157.84,272858.2,295157.84,Sanctioned,2025-07-02,2025-09-27,Panchayati Raj Engineering Department,False,CTR0079,22.184376,71.414392,22.184376,71.414392,False,
